"date","open","high","low","close","volume"
"2026-06-10T15:14:00Z","731.4","731.51","730.61","730.68","143191"
"2026-06-10T15:15:00Z","730.67","730.72","729.86","729.91","146960"
"2026-06-10T15:16:00Z","729.92","730.7","729.8","730.64","113691"
"2026-06-10T15:17:00Z","730.62","730.62","730.13","730.2","93319"
"2026-06-10T15:18:00Z","730.14","730.18","729.51","729.74","119938"
"2026-06-10T15:19:00Z","729.71","730.53","729.69","730.22","113117"
"2026-06-10T15:20:00Z","730.19","730.92","730.07","730.81","145886"
"2026-06-10T15:21:00Z","730.76","731.09","730.57","730.95","117776"
"2026-06-10T15:22:00Z","730.93","731.24","730.65","731.13","88386"
"2026-06-10T15:23:00Z","731.11","731.99","731.06","731.95","98172"
"2026-06-10T15:24:00Z","731.96","732.38","731.63","731.83","69525"
"2026-06-10T15:25:00Z","731.82","732.48","731.53","732.34","74305"
"2026-06-10T15:26:00Z","732.35","732.39","731.78","731.95","37199"
"2026-06-10T15:27:00Z","732.0","732.05","731.74","732.04","49146"
"2026-06-10T15:28:00Z","732.13","732.57","731.83","732.14","45921"
"2026-06-10T15:29:00Z","732.19","732.29","731.43","731.43","44322"
"2026-06-10T15:30:00Z","731.49","732.04","731.12","731.95","123449"
"2026-06-10T15:31:00Z","731.97","732.31","731.5","731.6","48734"
"2026-06-10T15:32:00Z","731.62","731.66","731.26","731.46","50918"
"2026-06-10T15:33:00Z","731.43","731.44","730.62","730.71","40511"
"2026-06-10T15:34:00Z","730.7","731.45","730.55","731.02","72104"
"2026-06-10T15:35:00Z","730.99","731.46","730.83","730.86","57889"
"2026-06-10T15:36:00Z","730.85","731.64","730.78","731.61","44887"
"2026-06-10T15:37:00Z","731.62","731.8","730.77","730.88","67113"
"2026-06-10T15:38:00Z","730.89","731.18","730.35","730.37","54562"
"2026-06-10T15:39:00Z","730.35","731.08","729.97","730.8","121461"
"2026-06-10T15:40:00Z","730.8","731.19","730.4","730.83","49884"
"2026-06-10T15:41:00Z","730.78","731.75","730.75","731.64","41374"
"2026-06-10T15:42:00Z","731.65","731.79","730.93","731.01","61092"
"2026-06-10T15:43:00Z","731.01","731.81","731.0","731.7","47402"
"2026-06-10T15:44:00Z","731.72","732.58","731.71","732.27","81599"
"2026-06-10T15:45:00Z","732.24","732.54","731.73","732.33","42924"
"2026-06-10T15:46:00Z","732.32","732.62","732.07","732.39","86946"
"2026-06-10T15:47:00Z","732.42","732.77","730.73","730.74","262143"
"2026-06-10T15:48:00Z","730.74","730.97","728.95","729.28","479705"
"2026-06-10T15:49:00Z","729.27","730.5","729.16","730.0","266647"
"2026-06-10T15:50:00Z","729.94","730.69","729.21","729.27","261992"
"2026-06-10T15:51:00Z","729.26","729.8","728.72","728.77","228386"
"2026-06-10T15:52:00Z","728.77","729.46","728.49","729.41","220039"
"2026-06-10T15:53:00Z","729.41","730.64","729.27","730.51","205726"
"2026-06-10T15:54:00Z","730.5","731.63","730.35","730.82","138675"
"2026-06-10T15:55:00Z","730.78","730.84","730.21","730.31","114768"
"2026-06-10T15:56:00Z","730.37","730.86","730.13","730.74","62696"
"2026-06-10T15:57:00Z","730.74","732.01","730.72","732.0","95807"
"2026-06-10T15:58:00Z","732.03","732.12","731.52","731.77","65007"
"2026-06-10T15:59:00Z","731.79","732.06","731.66","731.95","45197"
"2026-06-10T16:00:00Z","731.98","732.51","731.77","732.13","64105"
"2026-06-10T16:01:00Z","732.09","732.17","731.17","731.22","126414"
"2026-06-10T16:02:00Z","731.2","731.76","731.16","731.23","48416"
"2026-06-10T16:03:00Z","731.22","731.51","731.06","731.39","38607"
"2026-06-10T16:04:00Z","731.37","731.79","731.22","731.53","60301"
"2026-06-10T16:05:00Z","731.51","731.7","731.18","731.21","32025"
"2026-06-10T16:06:00Z","731.18","731.74","731.09","731.66","78007"
"2026-06-10T16:07:00Z","731.67","732.05","731.56","731.68","101208"
"2026-06-10T16:08:00Z","731.7","731.82","730.83","730.87","74155"
"2026-06-10T16:09:00Z","730.86","730.98","730.54","730.89","64529"
"2026-06-10T16:10:00Z","730.88","730.9","730.07","730.1","41190"
"2026-06-10T16:11:00Z","730.12","730.43","729.93","730.21","81855"
"2026-06-10T16:12:00Z","730.2","730.61","730.04","730.2","57754"
"2026-06-10T16:13:00Z","730.23","730.65","730.17","730.53","23158"
"2026-06-10T16:14:00Z","730.55","730.76","730.08","730.25","59136"
"2026-06-10T16:15:00Z","730.23","730.47","730.17","730.28","34662"
"2026-06-10T16:16:00Z","730.22","731.07","730.17","730.63","55616"
